user,service,value,contextValue,s
93xlxT,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq159
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq159
iia5SP5,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq16
iia5SP5,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq16
iia5SP5,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq16
gKUuuzg9,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq160
gKUuuzg9,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq160
gKUuuzg9,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq160
fJlBu,txokolate white,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1602
fJlBu,txokolate white,0.0,2,http://ontologies/interactioncontext#interactionseq1602
fJlBu,txokolate white,0.0,t1,http://ontologies/interactioncontext#interactionseq1602
fJlBu,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1606
fJlBu,capuccino,1.0,2,http://ontologies/interactioncontext#interactionseq1606
fJlBu,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1606
CCMAqXtVdM,cortado,1.0,supervisor,http://ontologies/interactioncontext#interactionseq161
CCMAqXtVdM,cortado,1.0,3,http://ontologies/interactioncontext#interactionseq161
CCMAqXtVdM,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq161
fJlBu,txokolate white,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1610
fJlBu,txokolate white,0.0,2,http://ontologies/interactioncontext#interactionseq1610
fJlBu,txokolate white,0.0,t1,http://ontologies/interactioncontext#interactionseq1610
fJlBu,cortado,0.5,doctoral student,http://ontologies/interactioncontext#interactionseq1614
fJlBu,cortado,0.5,2,http://ontologies/interactioncontext#interactionseq1614
fJlBu,cortado,0.5,t1,http://ontologies/interactioncontext#interactionseq1614
fJlBu,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1615
fJlBu,capuccino,1.0,2,http://ontologies/interactioncontext#interactionseq1615
fJlBu,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1615
fJlBu,txokolate white,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1616
fJlBu,txokolate white,0.0,2,http://ontologies/interactioncontext#interactionseq1616
fJlBu,txokolate white,0.0,t1,http://ontologies/interactioncontext#interactionseq1616
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq162
uhDooz5uD,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq162
uhDooz5uD,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq162
OCUnH,cortado,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1625
OCUnH,cortado,0.0,2,http://ontologies/interactioncontext#interactionseq1625
OCUnH,cortado,0.0,t2,http://ontologies/interactioncontext#interactionseq1625
OCUnH,milk_coffee,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1626
OCUnH,milk_coffee,0.0,2,http://ontologies/interactioncontext#interactionseq1626
OCUnH,milk_coffee,0.0,t2,http://ontologies/interactioncontext#interactionseq1626
OCUnH,long_decaffeinated,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1627
OCUnH,long_decaffeinated,0.0,2,http://ontologies/interactioncontext#interactionseq1627
OCUnH,long_decaffeinated,0.0,t2,http://ontologies/interactioncontext#interactionseq1627
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq163
5pVcV5V,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq163
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq163
OCUnH,chocolate_milk,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1635
OCUnH,chocolate_milk,1.0,2,http://ontologies/interactioncontext#interactionseq1635
OCUnH,chocolate_milk,1.0,t2,http://ontologies/interactioncontext#interactionseq1635
Vhpk5shpkk,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq164
Vhpk5shpkk,decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq164
Vhpk5shpkk,decaffeinated,1.0,t1,http://ontologies/interactioncontext#interactionseq164
I3RXU,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1641
I3RXU,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1641
I3RXU,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq1641
I3RXU,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1642
I3RXU,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1642
I3RXU,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq1642
jb1CjU1HF,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq165
jb1CjU1HF,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq165
jb1CjU1HF,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq165
fJlBu,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1656
fJlBu,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1656
fJlBu,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq1656
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq166
IQtg13hB,expresso,1.0,3,http://ontologies/interactioncontext#interactionseq166
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq166
ieuWQ,cortado,0.0,supervisor,http://ontologies/interactioncontext#interactionseq1664
ieuWQ,cortado,0.0,3,http://ontologies/interactioncontext#interactionseq1664
ieuWQ,cortado,0.0,t2,http://ontologies/interactioncontext#interactionseq1664
ieuWQ,light_coffee,0.0,supervisor,http://ontologies/interactioncontext#interactionseq1665
ieuWQ,light_coffee,0.0,3,http://ontologies/interactioncontext#interactionseq1665
ieuWQ,light_coffee,0.0,t2,http://ontologies/interactioncontext#interactionseq1665
ieuWQ,decaffeinated,0.0,supervisor,http://ontologies/interactioncontext#interactionseq1666
ieuWQ,decaffeinated,0.0,3,http://ontologies/interactioncontext#interactionseq1666
ieuWQ,decaffeinated,0.0,t2,http://ontologies/interactioncontext#interactionseq1666
ieuWQ,decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1667
ieuWQ,decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq1667
ieuWQ,decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq1667
ieuWQ,decaffeinated,0.0,supervisor,http://ontologies/interactioncontext#interactionseq1668
ieuWQ,decaffeinated,0.0,3,http://ontologies/interactioncontext#interactionseq1668
ieuWQ,decaffeinated,0.0,t2,http://ontologies/interactioncontext#interactionseq1668
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq167
uhDooz5uD,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq167
uhDooz5uD,milk_coffee,1.0,t2,http://ontologies/interactioncontext#interactionseq167
ieuWQ,capuccino decaffeinated,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1675
ieuWQ,capuccino decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq1675
ieuWQ,capuccino decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq1675
FmxgvxmU,cortado decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq168
FmxgvxmU,cortado decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq168
FmxgvxmU,cortado decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq168
OCUnH,hazelnut_cappuccino,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1689
OCUnH,hazelnut_cappuccino,0.0,3,http://ontologies/interactioncontext#interactionseq1689
OCUnH,hazelnut_cappuccino,0.0,t1,http://ontologies/interactioncontext#interactionseq1689
ymETMF4M4,capuccino,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq169
ymETMF4M4,capuccino,1.0,3,http://ontologies/interactioncontext#interactionseq169
ymETMF4M4,capuccino,1.0,t2,http://ontologies/interactioncontext#interactionseq169
OCUnH,cortado,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1690
OCUnH,cortado,0.0,3,http://ontologies/interactioncontext#interactionseq1690
OCUnH,cortado,0.0,t1,http://ontologies/interactioncontext#interactionseq1690
OCUnH,light_coffee,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1691
OCUnH,light_coffee,0.0,3,http://ontologies/interactioncontext#interactionseq1691
OCUnH,light_coffee,0.0,t1,http://ontologies/interactioncontext#interactionseq1691
M8TX69h8,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq17
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq17
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq17
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq170
93xlxT,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq170
93xlxT,chocolate,1.0,t2,http://ontologies/interactioncontext#interactionseq170
OCUnH,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1705
OCUnH,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1705
OCUnH,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1705
ymETMF4M4,long_decaffeinated,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq171
ymETMF4M4,long_decaffeinated,1.0,3,http://ontologies/interactioncontext#interactionseq171
ymETMF4M4,long_decaffeinated,1.0,t2,http://ontologies/interactioncontext#interactionseq171
CuAgSlJwl,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq173
CuAgSlJwl,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq173
CuAgSlJwl,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq173
F96Kv,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1733
F96Kv,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1733
F96Kv,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1733
F96Kv,hazelnut_cappuccino,0.5,doctoral student,http://ontologies/interactioncontext#interactionseq1734
F96Kv,hazelnut_cappuccino,0.5,3,http://ontologies/interactioncontext#interactionseq1734
F96Kv,hazelnut_cappuccino,0.5,t1,http://ontologies/interactioncontext#interactionseq1734
F96Kv,long_decaffeinated,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1735
F96Kv,long_decaffeinated,0.0,3,http://ontologies/interactioncontext#interactionseq1735
F96Kv,long_decaffeinated,0.0,t1,http://ontologies/interactioncontext#interactionseq1735
F96Kv,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1736
F96Kv,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1736
F96Kv,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1736
uhDooz5uD,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq174
uhDooz5uD,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq174
uhDooz5uD,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq174
ws0cho3,milk_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1745
ws0cho3,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1745
ws0cho3,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1745
ws0cho3,hazelnut_cappuccino,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1746
ws0cho3,hazelnut_cappuccino,0.0,3,http://ontologies/interactioncontext#interactionseq1746
ws0cho3,hazelnut_cappuccino,0.0,t1,http://ontologies/interactioncontext#interactionseq1746
ws0cho3,decaffeinated,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1747
ws0cho3,decaffeinated,0.0,3,http://ontologies/interactioncontext#interactionseq1747
ws0cho3,decaffeinated,0.0,t1,http://ontologies/interactioncontext#interactionseq1747
ws0cho3,milk_coffee,0.0,doctoral student,http://ontologies/interactioncontext#interactionseq1748
ws0cho3,milk_coffee,0.0,3,http://ontologies/interactioncontext#interactionseq1748
ws0cho3,milk_coffee,0.0,t1,http://ontologies/interactioncontext#interactionseq1748
IQtg13hB,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq175
IQtg13hB,expresso,1.0,4,http://ontologies/interactioncontext#interactionseq175
IQtg13hB,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq175
ws0cho3,expresso,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq1755
ws0cho3,expresso,1.0,3,http://ontologies/interactioncontext#interactionseq1755
ws0cho3,expresso,1.0,t1,http://ontologies/interactioncontext#interactionseq1755
ymETMF4M4,long_coffee,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq176
ymETMF4M4,long_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq176
ymETMF4M4,long_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq176
fa6SQ,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1764
fa6SQ,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1764
fa6SQ,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1764
FmxgvxmU,cortado,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq177
FmxgvxmU,cortado,1.0,4,http://ontologies/interactioncontext#interactionseq177
FmxgvxmU,cortado,1.0,t1,http://ontologies/interactioncontext#interactionseq177
fa6SQ,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq1778
fa6SQ,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1778
fa6SQ,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1778
fa6SQ,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq1779
fa6SQ,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1779
fa6SQ,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1779
2qDLEBNv,chocolate,1.0,supervisor,http://ontologies/interactioncontext#interactionseq178
2qDLEBNv,chocolate,1.0,4,http://ontologies/interactioncontext#interactionseq178
2qDLEBNv,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq178
fa6SQ,hazelnut_cappuccino,1.0,3,http://ontologies/interactioncontext#interactionseq1780
fa6SQ,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1780
fa6SQ,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1780
fa6SQ,milk_coffee,0.5,3,http://ontologies/interactioncontext#interactionseq1786
fa6SQ,milk_coffee,0.5,t1,http://ontologies/interactioncontext#interactionseq1786
fa6SQ,milk_coffee,0.5,supervisor,http://ontologies/interactioncontext#interactionseq1786
fa6SQ,capuccino,0.5,3,http://ontologies/interactioncontext#interactionseq1787
fa6SQ,capuccino,0.5,t1,http://ontologies/interactioncontext#interactionseq1787
fa6SQ,capuccino,0.5,supervisor,http://ontologies/interactioncontext#interactionseq1787
fa6SQ,decaffeinated,0.0,3,http://ontologies/interactioncontext#interactionseq1788
fa6SQ,decaffeinated,0.0,t1,http://ontologies/interactioncontext#interactionseq1788
fa6SQ,decaffeinated,0.0,supervisor,http://ontologies/interactioncontext#interactionseq1788
5pVcV5V,hazelnut_cappuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq179
5pVcV5V,hazelnut_cappuccino,1.0,4,http://ontologies/interactioncontext#interactionseq179
5pVcV5V,hazelnut_cappuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq179
fa6SQ,milk_coffee,1.0,3,http://ontologies/interactioncontext#interactionseq1792
fa6SQ,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq1792
fa6SQ,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1792
fa6SQ,decaffeinated,0.0,3,http://ontologies/interactioncontext#interactionseq1796
fa6SQ,decaffeinated,0.0,t1,http://ontologies/interactioncontext#interactionseq1796
fa6SQ,decaffeinated,0.0,supervisor,http://ontologies/interactioncontext#interactionseq1796
fa6SQ,capuccino,1.0,3,http://ontologies/interactioncontext#interactionseq1797
fa6SQ,capuccino,1.0,t1,http://ontologies/interactioncontext#interactionseq1797
fa6SQ,capuccino,1.0,supervisor,http://ontologies/interactioncontext#interactionseq1797
93xlxT,chocolate,1.0,doctoral student,http://ontologies/interactioncontext#interactionseq18
93xlxT,chocolate,1.0,3,http://ontologies/interactioncontext#interactionseq18
93xlxT,chocolate,1.0,t1,http://ontologies/interactioncontext#interactionseq18
M8TX69h8,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq180
M8TX69h8,milk_coffee,1.0,t1,http://ontologies/interactioncontext#interactionseq180
M8TX69h8,milk_coffee,1.0,supervisor,http://ontologies/interactioncontext#interactionseq180
D6F0qp7s7,milk_coffee,1.0,administrative,http://ontologies/interactioncontext#interactionseq181
D6F0qp7s7,milk_coffee,1.0,4,http://ontologies/interactioncontext#interactionseq181
